filename,site,day,month,year,hour,MS,FS,MNC,ONC,NCcomb
RRam-2019-02-26_18-00.flac,2019 Rush Ranch AM,26,2,19,18:00:00,FP,TN,TN,TN,TN
RRam-2019-02-26_16-00.flac,2019 Rush Ranch AM,26,2,19,16:00:00,TN,TN,TN,TN,TN
RRam-2019-02-26_15-00.flac,2019 Rush Ranch AM,26,2,19,15:00:00,TN,TN,TN,TN,TN
RRam-2019-02-26_14-00.flac,2019 Rush Ranch AM,26,2,19,14:00:00,FP,TN,TN,TN,TN
RRam-2019-02-26_13-00.flac,2019 Rush Ranch AM,26,2,19,13:00:00,FP,TN,TN,TN,TN
RRam-2019-02-25_19-00.flac,2019 Rush Ranch AM,25,2,19,19:00:00,TN,TN,TN,TN,TN
RRam-2019-02-24_12-00.flac,2019 Rush Ranch AM,24,2,19,12:00:00,TN,TN,TN,TN,TN
RRam-2019-02-24_10-00.flac,2019 Rush Ranch AM,24,2,19,10:00:00,FP,TN,TN,TN,TN
RRam-2019-02-24_09-00.flac,2019 Rush Ranch AM,24,2,19,9:00:00,TN,TN,TN,TN,TN
RRam-2019-02-24_11-00.flac,2019 Rush Ranch AM,24,2,19,11:00:00,TN,TN,TN,TN,TN
RRam-2019-02-24_08-00.flac,2019 Rush Ranch AM,24,2,19,8:00:00,FP,TN,TN,TN,TN
RRam-2019-02-24_07-00.flac,2019 Rush Ranch AM,24,2,19,7:00:00,TP,TN,TN,TN,TN
RRam-2019-02-23_18-00.flac,2019 Rush Ranch AM,23,2,19,18:00:00,TN,TN,TN,TN,TN
RRam-2019-02-23_17-00.flac,2019 Rush Ranch AM,23,2,19,17:00:00,TP,TN,TN,TN,TN
RRam-2019-02-23_15-00.flac,2019 Rush Ranch AM,23,2,19,15:00:00,FP,TN,TN,TN,TN
RRam-2019-02-23_16-00.flac,2019 Rush Ranch AM,23,2,19,16:00:00,TN,TN,TN,TN,TN
RRam-2019-02-23_14-00.flac,2019 Rush Ranch AM,23,2,19,14:00:00,TN,TN,TN,TN,TN
RRam-2019-02-23_13-00.flac,2019 Rush Ranch AM,23,2,19,13:00:00,FP,TN,TN,TN,TN
RRam-2019-02-23_12-00.flac,2019 Rush Ranch AM,23,2,19,12:00:00,TN,TN,TN,TN,TN
RRam-2019-02-17_16-00.flac,2019 Rush Ranch AM,17,2,19,16:00:00,TN,TN,TN,TN,TN
RRam-2019-02-22_19-00.flac,2019 Rush Ranch AM,22,2,19,19:00:00,TN,TN,TN,TN,TN
RRam-2019-02-22_18-00.flac,2019 Rush Ranch AM,22,2,19,18:00:00,TN,TN,TN,TN,TN
RRam-2019-02-17_15-00.flac,2019 Rush Ranch AM,17,2,19,15:00:00,FP,TN,TN,TN,TN
RRam-2019-02-17_14-00.flac,2019 Rush Ranch AM,17,2,19,14:00:00,TN,TN,TN,TN,TN
RRam-2019-02-17_13-00.flac,2019 Rush Ranch AM,17,2,19,13:00:00,TN,TN,TN,TN,TN
RRam-2019-02-17_10-00.flac,2019 Rush Ranch AM,17,2,19,10:00:00,TN,TN,TN,TN,TN
RRam-2019-02-17_11-00.flac,2019 Rush Ranch AM,17,2,19,11:00:00,TN,TN,TN,TN,TN
